longitude,latitude,label,sar_vv_mean,sar_vh_mean,sar_vv_std,sar_vh_std,rainfall_total,rainfall_max,elevation_mean,slope_mean,water_occurrence,region_Unity_Flood_Prone,region_Upper_Nile_Flood_Prone
31.08,7.73,1.0,2.528742122415451,-0.3232412041217423,-0.1644998376227087,0.2889103226364717,0.9400057229974454,-0.3619648068070857,-0.04043912467766022,0.09495904042683821,-1.0807950460497073,False,False
31.08,7.73,1.0,2.528742122415451,0.8073033380125599,0.39856076908497584,-0.5879173228630101,0.2762259710683189,-0.15151116618062407,-0.04043912467766022,0.09495904042683821,-1.0807950460497073,False,False
31.08,7.73,1.0,-1.1705461000690964,-0.2609307162721656,0.751921594803187,0.04922845699234865,-0.09733720719185693,-0.04800386490189421,-0.04043912467766022,0.09495904042683821,-1.0807950460497073,False,False
31.08,7.73,1.0,-0.6766746834395483,-0.59871412277537,0.5824346160459398,0.5872487968330358,1.0400450358779998,0.3179707587531681,-0.04043912467766022,0.09495904042683821,-1.0807950460497073,False,False
31.08,7.73,0.0,-1.097396263013109,-0.08023336473985253,0.015196746229624565,-0.19460332713808395,-0.20905541899070879,-0.39779175824440793,-0.04043912467766022,0.09495904042683821,-1.0807950460497073,False,False
31.08,7.73,0.0,-1.4093912829176498,-0.24458481425211714,0.540266461918892,0.06593255313284709,-0.022889203719912266,-0.07980382334307923,-0.04043912467766022,0.09495904042683821,-1.0807950460497073,False,False
31.08,7.73,0.0,0.05475053796574163,1.006727599781648,-2.2390008583180054,-2.089596331202552,-0.35804108574909166,-0.06096441060543431,-0.04043912467766022,0.09495904042683821,-1.0807950460497073,False,False
31.08,7.73,0.0,-1.312452660183501,-1.6247059121248488,-0.8484984190323718,-0.060018403571617064,-1.9670093630775851,-1.8246591164230688,-0.04043912467766022,0.09495904042683821,-1.0807950460497073,False,False
31.08,7.73,0.0,-0.7790346693763885,-1.630317111276796,-0.953795043099707,0.2553275897131191,-1.9670093630775851,-1.8246591164230688,-0.04043912467766022,0.09495904042683821,-1.0807950460497073,False,False
33.13,6.8,1.0,0.9317544080170099,1.3706213505402383,-0.8983622528029596,-0.8240858407605516,-0.2607881866312738,1.9848245422070463,0.9419176661490393,1.5013317365257794,-0.4946123221027904,False,False
33.13,6.8,1.0,0.7170346592065924,1.091673663969545,-0.5120826423384737,-0.3777344508488582,0.987856168651414,1.4565721647107241,0.9419176661490393,1.5013317365257794,-0.4946123221027904,False,False
33.13,6.8,1.0,1.202020497595969,1.5745312026944447,-0.9031661895779408,-0.916516403238857,1.0379393412353404,1.9848245422070463,0.9419176661490393,1.5013317365257794,-0.4946123221027904,False,False
33.13,6.8,1.0,0.8628736441389648,1.295165496074786,-0.19833023379709866,-0.3758843679794301,0.6506782690982167,0.7270276128304008,0.9419176661490393,1.5013317365257794,-0.4946123221027904,False,False
33.13,6.8,1.0,0.6939069578343053,1.123527801935127,0.3162385099184305,-0.17163926411477665,0.9210342214263003,1.311965893170108,0.9419176661490393,1.5013317365257794,-0.4946123221027904,False,False
33.13,6.8,1.0,1.348783357402453,1.7193607122184722,-0.8335523920553399,-0.8952878310369,0.0907705966403942,1.904783115148168,0.9419176661490393,1.5013317365257794,-0.4946123221027904,False,False
33.13,6.8,1.0,0.5239645356845148,0.8634819729923491,-0.19798057294849128,-0.4032883542770732,1.0912158444511304,0.8715413901803086,0.9419176661490393,1.5013317365257794,-0.4946123221027904,False,False
33.13,6.8,0.0,0.8558328597045376,1.4213688823760502,-0.9236236530793264,-0.9210009982486113,-0.6247427866361074,0.6144876352299903,0.9419176661490393,1.5013317365257794,-0.4946123221027904,False,False
